dcterms:media,dcterms:subject,Expected
D-4_Arquin_023_0307,"canal (waterways), buildings (structures), windows, trees, plants (living organisms), anonymous people",6
D-4_Arquin_023_0308,"canal (waterways), buildings (structures), windows, trees, plants (living organisms), anonymous people",6
D-4_Arquin_023_0309,"canal (waterways), buildings (structures), windows, trees, plants (living organisms), anonymous people",6
D-4_Arquin_023_0310,"canal (waterways), buildings (structures), windows, trees, plants (living organisms), anonymous people, automobiles",7
D-4_Arquin_023_0311,"canal (waterways), buildings (structures), windows, trees, plants (living organisms)",5
D-4_Arquin_023_0312,"buildings (structures), arches, windows, doors, towers (building divisions)",5
D-4_Arquin_023_0313,"buildings (structures), arches, windows, doors, towers (building divisions)",5
D-4_Arquin_023_0314,"buildings (structures), arches, windows, doors, towers (building divisions)",5
D-4_Arquin_023_0315,"anonymous people, hats, trees, buildings (structures)",4
D-4_Arquin_023_0316,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0317,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0318,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0319,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0320,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0321,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0322,"cheese, markets (events), anonymous people, buildings (structures), trees, windows",6
D-4_Arquin_023_0323,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0324,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0325,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0326,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0327,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0328,"cheese, markets (events), anonymous people, buildings (structures), windows",5
D-4_Arquin_023_0329,"cheese, markets (events)",2
D-4_Arquin_023_0330,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, columns (architectural elements)",6
D-4_Arquin_023_0331,"churches (buildings), buildings (structures), arches, windows, clouds",5
D-4_Arquin_023_0332,"drawbridges, arches, buildings (structures), trees, clouds, windows",6
D-4_Arquin_023_0333,"drawbridges, arches, buildings (structures), trees, clouds, windows",6
D-4_Arquin_023_0334,"buildings (structures), anonymous people, windows, arches, doors, streets, clouds",7
D-4_Arquin_023_0335,"buildings (structures), anonymous people, windows, arches, doors, streets, clouds",7
D-4_Arquin_024_0336,"buildings (structures), automobiles, streets, roofs, windows, anonymous people, plants (living organisms), sculpture (visual works)",8
D-4_Arquin_024_0337,"buildings (structures), streets, roofs, windows, anonymous people, plants (living organisms), sculpture (visual works)",7
D-4_Arquin_024_0338,"buildings (structures), automobiles, streets, roofs, windows, anonymous people, clouds, trees",8
D-4_Arquin_024_0339,"buildings (structures), automobiles, arches, windows, roofs, architectural sculpture",6
D-4_Arquin_024_0340,"buildings (structures), windows, architectural sculpture",3
D-4_Arquin_024_0341,"buildings (structures), streets, roofs, windows, anonymous people, plants (living organisms), trees",7
D-4_Arquin_024_0342,"churches (buildings), cathedrals (works by context), buildings (structures), architectural sculpture, windows, arches, lancet windows, clouds",8
D-4_Arquin_024_0343,"buildings (structures), automobiles, windows, anonymous people, trees, streets, roofs, doors",8
D-4_Arquin_024_0345,"buildings (structures), windows, streets, doors, roofs, clouds",6
D-4_Arquin_024_0347,"buildings (structures), windows, door, architectural sculpture, houses",5
D-4_Arquin_024_0348,"buildings (structures), arches, windows, doors, roofs, streets",6
D-4_Arquin_024_0349,"buildings (structures), arches, windows, towers (building divisions)",4
D-4_Arquin_024_0350,"canals (waterways), boats, anonymous people, grasses, streets, plants (living organisms), trees",7
D-4_Arquin_024_0351,"anonymous people, buildings (structures), boats, canals (waterways), grasses, plants (living organisms), clouds",7
D-4_Arquin_024_0352,"anonymous people, boats, bodies of water (natural), clouds",4
D-4_Arquin_024_0353,"anonymous people, boats, clouds",3
D-4_Arquin_024_0354,"bodies of water (natural), clouds, buildings (structures), roofs, windows",5
D-4_Arquin_024_0355,"buildings (structures), roofs, windows, doors, anonymous people, clouds, bodies of water (natural), houses",8
D-4_Arquin_024_0359,"buildings (structures), houses, anonymous people, windows, doors, roofs",6
D-4_Arquin_024_0360,"buildings (structures), anonymous people, windows, doors, roofs",5
D-4_Arquin_024_0362,"buildings (structures), anonymous people, doors, roofs, houses",5
D-4_Arquin_024_0364,"buildings (structures), anonymous people, windows, doors, roofs, clouds, houses",7
D-4_Arquin_024_0366,"buildings (structures), anonymous people, windows, doors, roofs, houses",6
D-4_Arquin_024_0367,"buildings (structures), anonymous people, windows, doors, roofs, houses, clouds",7
D-4_Arquin_024_0368,"buildings (structures), anonymous people, windows, doors, clouds, roofs",6
D-4_Arquin_024_0369,"buildings (structures), anonymous people, windows, doors, hats, roofs",6
D-4_Arquin_024_0370,"buildings (structures), roofs, anonymous people, doors, windows, streets",6
D-4_Arquin_024_0371,"buildings (structures), windows, doors, anonymous people",4
D-4_Arquin_024_0372,"buildings (structures), anonymous people, windows, doors, roofs",5
D-4_Arquin_024_0373,"meadows, buildings (structures), grasses, roofs, windows, doors, animals (general term), clouds",8
D-4_Arquin_024_0374,"buildings (structures), windows, grasses, trees, bodies of water (natural), clouds",6
D-4_Arquin_024_0375,"buildings (structures), houses, roofs, windows, doors, anonymous people, bodies of water, clouds",8
D-4_Arquin_024_0376,"buildings (structures), roofs, anonymous people, doors, windows, streets, bridges (built works), bodies of water (natural), plants (living organisms)",9
D-4_Arquin_024_0377,"buildings (structures), roofs, windows, bridges (built works), bodies of water (natural), plants (living organisms), clouds, trees",8
D-4_Arquin_024_0378,"buildings (structures), roofs, windows, bridges (built works), bodies of water (natural), plants (living organisms), anonymous people",7
D-4_Arquin_024_0379,"buildings (structures), roofs, anonymous people, doors, windows, streets, bridges (built works), plants (living organisms)",8
D-4_Arquin_024_0380,"buildings (structures), roofs, anonymous people, windows, bridges (built works), bodies of water (natural), plants (living organisms)",7
D-4_Arquin_024_0381,"buildings (structures), roofs, anonymous people, windows, bridges (built works), bodies of water (natural), plants (living organisms)",7
D-4_Arquin_024_0382,"buildings (structures), anonymous people, roofs, windows, doors, clouds, streets",7
D-4_Arquin_024_0383,"churches (buildings), buildings (structures), arches, windows, clouds, anonymous people",6
D-4_Arquin_024_0384,"buildings (structures), anonymous people, trees, streets, bodies of water (natural), grasses, roofs, windows",8
D-4_Arquin_024_0385,"buildings (structures), anonymous people, trees, plants (living organisms), windows, roofs",6
D-4_Arquin_024_0386,"buildings (structures), roofs, anonymous people, doors, windows, grasses, clouds, houses",8
D-4_Arquin_024_0387,"buildings (structures), windows, roofs, anonymous people, clouds, houses",6
D-4_Arquin_024_0388,"buildings (structures), windows, roofs, anonymous people, clouds, trees, houses",7
D-4_Arquin_024_0389,"buildings (structures), windows, doors, shoes (footwear)",4
D-4_Arquin_024_0391,"buildings (structures), anonymous people, windows, doors",4
D-4_Arquin_024_0392,"buildings (structures), anonymous people, windows, doors, grasses, roofs",6
D-4_Arquin_024_0393,"buildings (structures), anonymous people, windows, roofs, grasses",5
D-4_Arquin_024_0394,"buildings (structures), anonymous people, bodies of water (natural), windows, roofs, clouds, trees, grasses",8
D-4_Arquin_024_0395,"buildings (structures), anonymous people, bodies of water (natural), windows, roofs, clouds, trees, grasses",8
D-4_Arquin_024_0396,"buildings (structures), anonymous people, bodies of water (natural), windows, roofs, clouds, trees, grasses",8
D-4_Arquin_024_0397,"buildings (structures), anonymous people, bodies of water (natural), windows, roofs, clouds, trees, grasses",8
D-4_Arquin_024_0400,"buildings (structures), anonymous people, doors, windows, roofs",5
D-4_Arquin_024_0416,"buildings (structures), houses, windows, doors, streets, grasses, anonymous people, roofs, clouds",9
D-4_Arquin_024_0418,"buildings (structures), houses, streets, anonymous people, doors, windows, roofs, clouds",8
D-4_Arquin_024_0419,"buildings (structures), houses, streets, anonymous people, doors, windows, roofs, clouds",8
D-4_Arquin_024_0420,"buildings (structures), doors, shoes (footwear)",3
D-4_Arquin_024_0421,"buildings (structures), doors, shoes (footwear)",3
D-4_Arquin_024_0422,"buildings (structures), anonymous people, windows, doors, roofs, streets",6
D-4_Arquin_024_0423,"buildings (structures), anonymous people, windows, doors, roofs, streets",6
D-4_Arquin_024_0424,"buildings (structures), anonymous people, windows, doors, roofs, streets, bridges (built works), bodies of water (natural), clouds",9
D-4_Arquin_024_0427,"anonymous people, buildings (structures), windows",3
D-4_Arquin_024_0428,"anonymous people, buildings (structures), windows, streets, clouds",5
D-4_Arquin_024_0429,"anonymous people, harbors, bodies of water (natural), buildings (structures), windows, boats",6
D-4_Arquin_024_0431,"anonymous people, harbors, bodies of water (natural), buildings (structures), windows, boats",6
D-4_Arquin_024_0434,"anonymous people, harbors, bodies of water (natural)",3
D-4_Arquin_024_0435,"anonymous people, harbors, bodies of water (natural)",3
D-4_Arquin_024_0436,"buildings (structures), churches (buildings), windows, arches, clouds, trees, streets, church towers",8
D-4_Arquin_024_0437,"churches (buildings), buildings (structures), arches, windows, doors, architectural sculpture, clouds, trees",8
D-4_Arquin_024_0438,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds",6
D-4_Arquin_024_0439,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds",6
D-4_Arquin_024_0440,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, doors, trees",8
D-4_Arquin_024_0441,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers",7
D-4_Arquin_024_0442,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers, trees",8
D-4_Arquin_024_0443,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers, trees ",8
D-4_Arquin_024_0444,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers, trees ",8
D-4_Arquin_024_0445,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers, trees ",8
D-4_Arquin_024_0446,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers",7
D-4_Arquin_024_0447,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers",7
D-4_Arquin_024_0448,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, church towers",7
D-4_Arquin_024_0449,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, plants (living organisms)",7
D-4_Arquin_024_0450,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, clouds, plants (living organisms)",7
D-4_Arquin_024_0451,"churches (buildings), buildings (structures), arches, windows, architectural sculpture, streets",6
D-4_Arquin_024_0452,"churches (buildings), buildings (structures), arches, windows, architectural sculpture",5
D-4_Arquin_024_0453,"buildings (structures), windows, towers (building divisions), clouds",4
D-4_Arquin_024_0454,"buildings (structures), windows, towers (building divisions), clouds, trees, gateways ",6
D-4_Arquin_024_0455,"buildings (structures), windows, towers (building divisions), clouds, gateways ",5
D-4_Arquin_024_0456,"buildings (structures), windows, towers (building divisions), clouds, gateways ",5
D-4_Arquin_024_0457,"buildings (structures), windows, towers (building divisions), clouds, gateways, arches",6
D-4_Arquin_024_0458,"buildings (structures), windows, towers (building divisions), clouds, gateways, arches",6
D-4_Arquin_024_0459,"buildings (structures), windows, towers (building divisions), clouds, gateways, arches",6
D-4_Arquin_024_0460,"buildings (structures), clouds, trees, grasses, plants (living organisms)",5
D-4_Arquin_024_0461,"grasses, plants (living organisms), trees, clouds ",4
D-4_Arquin_024_0462,"grasses, plants (living organisms), trees, clouds ",4
D-4_Arquin_024_0463,"grasses, plants (living organisms), clouds ",3
D-4_Arquin_024_0465,"buildings (structures), windows, doors, streets, anonymous people, automobiles, clouds",7
D-4_Arquin_024_0466,"trees, buildings (structures), windows, bridges (built works), arches",5
D-4_Arquin_024_0467,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0468,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0469,"trees, buildings (structures), windows, plants (living organisms)",4
D-4_Arquin_024_0470,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0471,"trees, buildings (structures), windows, roofs, plants (living organisms)",5
D-4_Arquin_024_0472,"trees, buildings (structures), windows, streets, plants (living organisms)",5
D-4_Arquin_024_0473,"trees, buildings (structures), windows, plants (living organisms)",4
D-4_Arquin_024_0474,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0475,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0476,"trees, buildings (structures), windows, bridges (built works), arches, plants (living organisms)",6
D-4_Arquin_024_0477,"trees, buildings (structures), windows, gateways, arches, plants (living organisms)",6
D-4_Arquin_024_0478,"buildings (structures), windows, doors, arches, roofs, trees",6
D-4_Arquin_024_0479,"buildings (structures), windows, doors, plants (living organisms), automobiles, towers (building divisions), streets, architectural sculpture",8
D-4_Arquin_024_0480,"buildings (structures), windows, doors, architectural sculpture, arches",5
D-4_Arquin_024_0481,"buildings (structures), windows, doors, streets, arches, roofs",6
D-4_Arquin_024_0482,"buildings (structures), windows, doors, streets, arches, roofs, architectural sculpture",7
D-4_Arquin_024_0483,"buildings (structures), windows, doors, roofs, clouds, architectural sculpture",6
D-4_Arquin_024_0484,"buildings (structures), windows, doors, roofs, clouds, architectural sculpture",6
D-4_Arquin_024_0485,political posters,1
D-4_Arquin_024_0486,"construction sites, buildings (structures), anonymous people, windows",4
D-4_Arquin_024_0487,"construction sites, buildings (structures), anonymous people, windows",4
D-4_Arquin_024_0488,"construction sites, buildings (structures), anonymous people, windows",4
D-4_Arquin_024_0489,"construction sites, buildings (structures), anonymous people, windows",4
D-4_Arquin_024_0490,"buildings (structures), streets, anonymous people, windows, clouds, automobiles",6
D-4_Arquin_024_0491,"buildings (structures), damage (condition), windows, streets, clouds",5
D-4_Arquin_024_0492,"buildings (structures), construction sites, window, strees, automobiles",5
D-4_Arquin_024_0493,"churches (buildings), buildings (structures), windows, doors, arches, trees, plants (living organisms)",7
D-4_Arquin_024_0494,"buildings (structures), windows, trees, plants (organisms), clouds, streets",6
D-4_Arquin_024_0495,"construction sites, buildings (structures), anonymous people, windows",4
D-4_Arquin_024_0496,"buildings (structures), towers (building divisions), anonymous people, streets, windows, automobiles",6
D-4_Arquin_024_0497,"buildings (structures), towers (building divisions), anonymous people, streets, windows, bridges (built works), arches",7
D-4_Arquin_024_0498,"buildings (structures), towers (building divisions), anonymous people, streets, windows, bridges (built works), arches",7
D-4_Arquin_024_0499,"buildings (structures), arches, gateways, windows, towers (building divisions), roofs",6
D-4_Arquin_024_0500,"buildings (structures), arches, streets, windows, doors, automobiles, anonymous people",7
D-4_Arquin_024_0501,"buildings (structures), arches, streets, windows, doors, automobiles, anonymous people",7
D-4_Arquin_024_0502,"buildings (structures), arches, streets, windows, doors, automobiles, anonymous people",7
D-4_Arquin_024_0503,"buildings (structures), towers (building divisions), arches, windows, churches (buildings)",5
D-4_Arquin_024_0504,"buildings (structures), streets, anonymous people, windows, automobiles, doors, arches",7
D-4_Arquin_024_0505,"buildings (structures), streets, anonymous people, windows, automobiles, doors",6
D-4_Arquin_024_0506,"buildings (structures), streets, windows, clouds, automobiles",5
D-4_Arquin_024_0507,"construction sites, buildings (structures), automobiles, windows",4
D-4_Arquin_024_0508,"buildings (structures), windows, arches, automobiles, roofs, streets",6
D-4_Arquin_024_0509,"buildings (structures), windows, automobiles, roofs, streets, anonymous people",6
D-4_Arquin_024_0510,"buildings (structures), damage (condition), windows, automobiles, roofs, streets, anonymous people",7
D-4_Arquin_024_0511,"buildings (structures), automobiles, anonymous people, arches, trees, streets",6
D-4_Arquin_024_0512,"buildings (structures), damage (condition), windows, automobiles, streets, trees, plants (living organisms)",7
D-4_Arquin_024_0513,"buildings (structures), damage (condition), windows, architectural sculpture",4
D-4_Arquin_024_0514,"buildings (structures), damage (condition), windows, architectural sculpture",4
D-4_Arquin_024_0515,"buildings (structures), windows, plants (living organisms), anonymous people, streets",5
D-4_Arquin_024_0516,"buildings (structures), damage (condition), windows, plants (living organisms), roofs, streets",6
D-4_Arquin_024_0517,"buildings (structures), windows, balconies, trees, streets",5
D-4_Arquin_024_0518,"buildings (structures), windows, balconies, trees, streets, grasses, plants (living organisms)",7
D-4_Arquin_024_0520,"buildings (structures), arches, windows, architectural sculpture",4
D-5_Arquin_024_0001,"buildings (structures), automobiles, windows, arches, anonymous people, markets (events)",6
D-5_Arquin_024_0002,"buildings (structures), anonymous people, windows, roofs, streets, plants (living organisms), arhces",7
D-5_Arquin_024_0003,"buildings (structures), arches, windows, doors, streets",5
D-5_Arquin_024_0004,,0
D-5_Arquin_024_0005,,0
D-5_Arquin_024_0006,,0
D-5_Arquin_024_0007,,0
D-5_Arquin_024_0008,,0
D-5_Arquin_024_0009,,0
D-5_Arquin_024_0010,,0
D-5_Arquin_024_0011,,0
D-5_Arquin_024_0012,,0
D-5_Arquin_024_0013,,0
D-5_Arquin_024_0014,,0
D-5_Arquin_024_0015,,0
D-5_Arquin_024_0016,,0
D-5_Arquin_024_0017,,0
D-5_Arquin_024_0018,,0
D-5_Arquin_024_0019,,0
D-5_Arquin_024_0020,,0
D-5_Arquin_024_0021,,0
D-5_Arquin_024_0022,,0
D-5_Arquin_024_0023,,0
D-5_Arquin_024_0024,,0
D-5_Arquin_024_0025,,0
D-5_Arquin_024_0026,,0
D-5_Arquin_024_0027,,0
D-5_Arquin_024_0028,,0
D-5_Arquin_024_0029,,0
D-5_Arquin_024_0030,,0
D-5_Arquin_024_0031,,0
D-5_Arquin_024_0032,,0
D-5_Arquin_024_0033,,0
D-5_Arquin_024_0034,,0
D-5_Arquin_024_0037,,0
D-5_Arquin_024_0040,,0
D-5_Arquin_024_0041,,0
D-5_Arquin_024_0042,,0
D-5_Arquin_024_0043,,0
D-5_Arquin_024_0044,,0
D-5_Arquin_024_0045,,0
D-5_Arquin_024_0046,,0
D-5_Arquin_024_0047,,0
D-5_Arquin_024_0048,,0
D-5_Arquin_024_0054,,0
D-5_Arquin_024_0055,,0
D-5_Arquin_024_0057,,0
D-5_Arquin_024_0058,,0
D-5_Arquin_024_0059,,0
D-5_Arquin_024_0060,,0
D-5_Arquin_024_0062,,0
D-5_Arquin_024_0063,,0
D-5_Arquin_024_0064,,0
D-5_Arquin_024_0065,,0
D-5_Arquin_024_0066,,0
D-5_Arquin_024_0067,,0
D-5_Arquin_024_0068,,0
D-5_Arquin_024_0069,,0
D-5_Arquin_024_0070,,0
D-5_Arquin_024_0071,,0
D-5_Arquin_024_0072,,0
D-5_Arquin_024_0073,,0
D-5_Arquin_024_0074,,0
D-5_Arquin_024_0075,,0
D-5_Arquin_024_0076,,0
D-5_Arquin_024_0077,,0
D-5_Arquin_024_0078,,0
D-5_Arquin_024_0079,,0
D-5_Arquin_024_0080,,0
D-5_Arquin_024_0081,,0
D-5_Arquin_024_0082,,0
D-5_Arquin_024_0083,,0
D-5_Arquin_024_0084,,0
D-5_Arquin_024_0085,,0
D-5_Arquin_024_0086,,0
D-5_Arquin_024_0087,,0
D-5_Arquin_024_0088,,0
D-5_Arquin_024_0089,,0
D-5_Arquin_024_0090,,0
D-5_Arquin_024_0091,,0
D-5_Arquin_024_0092,,0
D-5_Arquin_024_0093,,0
D-5_Arquin_024_0095,,0
D-5_Arquin_024_0096,,0
D-5_Arquin_024_0097,,0
D-5_Arquin_024_0098,,0
D-5_Arquin_024_0099,,0
D-5_Arquin_024_0100,,0
D-5_Arquin_024_0101,,0
D-5_Arquin_024_0102,,0
D-5_Arquin_024_0103,,0
D-5_Arquin_024_0104,,0
D-5_Arquin_024_0105,,0
D-5_Arquin_024_0106,,0
D-5_Arquin_025_0107,,0
D-5_Arquin_025_0108,,0
D-5_Arquin_025_0109,,0
D-5_Arquin_025_0110,,0
D-5_Arquin_025_0111,,0
D-5_Arquin_025_0112,,0
D-5_Arquin_025_0140,,0
D-5_Arquin_025_0141,,0
D-5_Arquin_025_0142,,0
D-5_Arquin_025_0144,,0
D-5_Arquin_025_0145,,0
D-5_Arquin_025_0146,,0
D-5_Arquin_025_0147,,0
D-5_Arquin_025_0148,,0
D-5_Arquin_025_0149,,0
D-5_Arquin_025_0150,,0
D-5_Arquin_025_0151,,0
D-5_Arquin_025_0152,,0
D-5_Arquin_025_0154,,0
D-5_Arquin_025_0155,,0
D-5_Arquin_025_0156,,0
D-5_Arquin_025_0158,,0
D-5_Arquin_025_0159,,0
D-5_Arquin_025_0160,,0
D-5_Arquin_025_0161,,0
D-5_Arquin_025_0162,,0
D-5_Arquin_025_0163,,0
D-5_Arquin_025_0164,,0
D-5_Arquin_025_0165,,0
D-5_Arquin_025_0166,,0
D-5_Arquin_025_0167,,0
D-5_Arquin_025_0168,,0
D-5_Arquin_025_0169,,0
D-5_Arquin_025_0231,,0
D-5_Arquin_025_0232,,0
D-5_Arquin_025_0233,,0
D-5_Arquin_025_0234,,0
D-5_Arquin_025_0236,,0
D-5_Arquin_025_0237,,0
D-5_Arquin_025_0240,,0
D-5_Arquin_025_0241,,0
D-5_Arquin_025_0242,,0
D-5_Arquin_025_0243,,0
D-5_Arquin_025_0269,,0
D-5_Arquin_025_0270,,0
D-5_Arquin_025_0271,,0
D-5_Arquin_025_0272,,0
D-5_Arquin_025_0273,,0
D-5_Arquin_025_0274,,0
D-5_Arquin_025_0275,,0
D-5_Arquin_025_0276,,0
D-5_Arquin_025_0277,,0
D-5_Arquin_025_0278,,0
D-5_Arquin_025_0279,,0
D-5_Arquin_025_0280,,0
D-5_Arquin_025_0281,,0
D-5_Arquin_025_0282,,0
D-5_Arquin_025_0283,,0
D-5_Arquin_025_0284,,0
D-5_Arquin_025_0285,,0
D-5_Arquin_025_0286,,0
D-5_Arquin_025_0287,,0
D-5_Arquin_025_0288,,0
D-5_Arquin_025_0289,,0
D-5_Arquin_025_0290,,0
D-5_Arquin_025_0291,,0
D-5_Arquin_025_0293,,0
D-5_Arquin_025_0294,,0
D-5_Arquin_025_0295,,0
D-5_Arquin_025_0296,,0
D-5_Arquin_025_0297,,0
D-5_Arquin_025_0298,,0
D-5_Arquin_025_0299,,0
D-5_Arquin_025_0300,,0
D-5_Arquin_025_0301,,0
D-5_Arquin_025_0302,,0
D-5_Arquin_025_0303,,0
D-5_Arquin_025_0304,,0
D-5_Arquin_025_0305,,0
D-5_Arquin_025_0306,,0
D-5_Arquin_025_0307,,0
D-5_Arquin_025_0308,,0
D-5_Arquin_025_0309,,0
D-5_Arquin_025_0310,,0
D-5_Arquin_025_0311,,0
D-5_Arquin_025_0312,,0
D-5_Arquin_025_0313,,0
D-5_Arquin_025_0314,,0
D-5_Arquin_025_0315,,0
D-5_Arquin_025_0316,,0
D-5_Arquin_025_0317,,0
D-5_Arquin_025_0318,,0
D-5_Arquin_025_0319,,0
D-5_Arquin_025_0320,,0
D-5_Arquin_025_0321,,0
D-5_Arquin_025_0330,,0
D-5_Arquin_025_0331,,0
D-5_Arquin_025_0334,,0
D-5_Arquin_025_0335,,0
D-5_Arquin_025_0336,,0
D-5_Arquin_025_0337,,0
D-5_Arquin_025_0338,,0
D-5_Arquin_025_0339,,0
D-5_Arquin_025_0340,,0
D-5_Arquin_025_0341,,0
D-5_Arquin_025_0342,,0
D-5_Arquin_025_0343,,0
D-5_Arquin_025_0344,,0
D-5_Arquin_025_0345,,0
D-5_Arquin_025_0346,,0
D-5_Arquin_025_0347,,0
D-5_Arquin_025_0348,,0
D-5_Arquin_025_0349,,0
D-5_Arquin_025_0350,,0
D-5_Arquin_025_0352,,0
D-5_Arquin_025_0353,,0
D-5_Arquin_025_0354,,0
D-5_Arquin_025_0355,,0
D-5_Arquin_025_0356,,0
D-5_Arquin_025_0359,,0
D-5_Arquin_025_0361,,0
D-5_Arquin_025_0362,,0
D-5_Arquin_025_0364,,0
D-5_Arquin_025_0370,,0
D-5_Arquin_025_0372,,0
D-5_Arquin_025_0374,,0
D-5_Arquin_025_0375,,0
D-5_Arquin_025_0382,,0
D-5_Arquin_025_0384,,0
D-5_Arquin_025_0385,,0
D-5_Arquin_025_0386,,0
D-5_Arquin_025_0387,,0
D-5_Arquin_025_0389,,0
D-5_Arquin_025_0393,,0
D-5_Arquin_025_0394,,0
D-5_Arquin_025_0395,,0
D-5_Arquin_025_0396,,0
D-5_Arquin_025_0397,,0
D-5_Arquin_025_0398,,0
D-5_Arquin_025_0399,,0
D-5_Arquin_025_0400,,0
D-5_Arquin_025_0411,,0
D-5_Arquin_025_0412,,0
D-5_Arquin_025_0416,,0
D-5_Arquin_025_0417,,0
D-5_Arquin_025_0418,,0
D-5_Arquin_025_0419,,0
E-1_Arquin_025_0001,,0
E-1_Arquin_025_0002,,0
E-1_Arquin_025_0003,,0
E-1_Arquin_025_0004,,0
E-1_Arquin_025_0005,,0
E-1_Arquin_025_0006,,0
E-1_Arquin_025_0007,,0
E-1_Arquin_025_0008,,0
E-1_Arquin_025_0009,,0
E-1_Arquin_025_0010,,0
E-1_Arquin_025_0011,,0
E-1_Arquin_025_0012,,0
E-1_Arquin_025_0013,,0
E-1_Arquin_025_0014,,0
E-1_Arquin_025_0015,,0
E-1_Arquin_025_0016,,0
E-1_Arquin_025_0017,,0
E-1_Arquin_025_0018,,0
E-1_Arquin_025_0019,,0
E-1_Arquin_025_0020,,0
E-1_Arquin_025_0021,,0
E-1_Arquin_025_0022,,0
E-1_Arquin_025_0023,,0
E-1_Arquin_025_0024,,0
E-1_Arquin_025_0025,,0
E-1_Arquin_025_0026,,0
E-1_Arquin_025_0027,,0
E-1_Arquin_025_0028,,0
E-1_Arquin_025_0030,,0
E-1_Arquin_025_0031,,0
E-1_Arquin_025_0032,,0
E-1_Arquin_025_0033,,0
E-1_Arquin_025_0034,,0
E-1_Arquin_025_0035,,0
E-1_Arquin_025_0036,,0
E-1_Arquin_025_0037,,0
E-1_Arquin_025_0038,,0
E-1_Arquin_025_0039,,0
E-1_Arquin_025_0040,,0
E-1_Arquin_025_0041,,0
E-1_Arquin_025_0042,,0
E-1_Arquin_025_0043,,0
E-1_Arquin_025_0044,,0
E-1_Arquin_026_0096.jpg,"radio studios, fronts (architectural), architectural sculpture, entrances, windows, flower gardens, driveways",7
E-1_Arquin_026_0097.jpg,"radio studios, fronts (architectural), architectural sculpture, entrances, windows, flower gardens, driveways, trees",8
E-1_Arquin_026_0098.jpg,"radio studios, fronts (architectural), architectural sculpture, entrances, windows, flower gardens, driveways",7
E-1_Arquin_026_0099.jpg,"radio studios, fronts (architectural), architectural sculpture, entrances",4
E-1_Arquin_026_0100.jpg,"radio studios, fronts (architectural), streets, flower gardens, trees, elevations (building divisions), lawns (landscaped grass)",7
E-1_Arquin_026_0101.jpg,"radio studios, fronts (architectural), streets, flower gardens, trees, elevations (building divisions), lawns (landscaped grass)",7
E-1_Arquin_026_0102.jpg,"radio studios, fronts (architectural), streets, flower gardens, trees, elevations (building divisions), lawns (landscaped grass)",7
E-1_Arquin_026_0103.jpg,"radio studios, façades, streets, trees, lawns (landscaped grass), windows, entrances",7
E-1_Arquin_026_0104.jpg,"beaches, bathing beaches, streets, promenades (walkways), beach architecture, buildings (structures), pedestrians, street lighting units",8
E-1_Arquin_026_0105.jpg,"beaches, bathing beaches, streets, promenades (walkways), beach architecture, buildings (structures), pedestrians, street lighting units, automobiles, hotels (built public accommodations)",10
E-1_Arquin_026_0106.jpg,"buildings (structures), casinos, fronts (architectural), streets, lawns (landscaped grass), pedestrians, driveways",7
